opeid8,award_year,school,state,school_type,zip_code,grant__pell_disbursements,loan__plus_disbursements,ipeds_anchor,ipeds_year,unitid,ipeds_match_status,ipeds_match_method,ipeds_exact_candidate_count,ipeds_unitid_start,ipeds_unitid_end,ipeds_start_candidate_count,ipeds_end_candidate_count,ipeds_anchor_sensitivity,ipeds_scope_root,ipeds_root_unitid_count_start,ipeds_root_unitid_count_end,fsa_root_opeid_count,ipeds_opeid_lifetime_unitid_count,ipeds_unitid_lifetime_opeid_count,ipeds_strict_eligible,ipeds_strict_exclusion_reasons,ipeds_reporting_scope,ipeds_instnm,ipeds_stabbr,ipeds_city,ipeds_zip,ipeds_opeflag,ipeds_sector,ipeds_cyactive,ipeds_act,ipeds_newid,ipeds_deathyr,ipeds_closedat,ipeds_postsec,ipeds_pseflag,ipeds_pset4flg,ipeds_rptmth,ipeds_f1systyp,ipeds_f1sysnam,ipeds_f1syscod,prch_ic,idx_ic,ipeds_source_path,ipeds_source_sha256,ipeds_source_member,prch_c,idx_c,prch_ef,idx_ef,prch_f,idx_f,prch_sfa,idx_sfa,prch_gr,idx_gr,prch_sa,idx_sa,prch_s,idx_s,prch_eap,idx_eap,prch_hr,idx_hr,prch_e12,idx_e12,prch_gr2,idx_gr2,prch_al,idx_al,prch_om,idx_om,prchtp_f,prch_adm,idx_adm
00109000,2020-2021,Arkansas State University,AR,Public,72401-0000,16170126.28,7359068.0,start,2020,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001090,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109000,2021-2022,Arkansas State University,AR,Public,72401-0000,16285453.0,7025676.0,start,2021,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001090,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109000,2022-2023,Arkansas State University,AR,Public,72401-0000,17670186.0,7867686.0,start,2022,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001090,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109000,2023-2024,Arkansas State University,AR,Public,72401-0000,22144055.26,8646694.0,start,2023,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001090,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_administrative_unit;ipeds_not_full_title_iv;parent_child_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109000,2024-2025,ARKANSAS STATE UNIVERSITY,AR,Public,72401-0000,30581149.3,10081050.0,start,2024,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,0,year_unavailable,001090,2,0,1,2,0,False,multiple_exact_unitids;anchor_year_unavailable;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_administrative_unit;ipeds_not_full_title_iv;parent_child_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109006,1999-2000,ARKANSAS STATE UNIVERSITY - TECHNICAL INSTITUTE AT MARKED TREE,AR,Public,,220113.0,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001090,3,3,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109006,2000-2001,ARKANSAS STATE UNIVERSITY - TECHNICAL INSTITUTE AT MARKED TREE,AR,Public,,229049.0,,start,2000,,no_exact_match,none,0,,106847,0,1,ambiguous_or_unmatched,001090,3,5,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;ipeds_merger_or_closure;ipeds_inactive,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109100,2000-2001,ARKANSAS STATE UNIVERSITY - BEEBE,AR,Public,72012-1000,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001091,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109100,2003-2004,ARKANSAS STATE UNIVERSITY - BEEBE,AR,Public,72012-1000,2788962.1,,start,2003,,no_exact_match,none,0,,106449,0,1,ambiguous_or_unmatched,001091,1,1,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00111700,2011-2012,Azusa Pacific University,CA,Private/Non-Profit,91702-7000,8577897.0,27056636.0,start,2011,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001117,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00111700,2012-2013,Azusa Pacific University,CA,Private/Non-Profit,91702-7000,10240598.81,25521798.0,start,2012,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001117,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00111700,2013-2014,Azusa Pacific University,CA,Private/Non-Profit,91702-7000,11672160.0,28371587.0,start,2013,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,109785,2,1,ambiguous_or_unmatched,001117,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00112100,2011-2012,Bethany University of the Assemblies of God,CA,Private/Non-Profit,95066-2896,,,start,2011,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,110051,,1,0,ambiguous_or_unmatched,001121,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,Bethany University,CA,Scotts Valley,95066-2898,5,2,3,D ,-2,2011,8/13/2011,1,3,9,-2,-2,-2,,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2011.zip,cc25e07c20380b1254f3a2d000d118cb1ec920d989a3071058c21ac8732548b6,hd2011.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,-2,-2,-2,-2,-2,-2,,,,,,,
00112100,2012-2013,Bethany University of the Assemblies of God,CA,Private/Non-Profit,95066-2896,,,start,2012,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001121,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00112100,2013-2014,Bethany University of the Assemblies of God,CA,Private/Non-Profit,95066-2896,,,start,2013,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001121,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00112300,2016-2017,BROOKS INSTITUTE,CA,Private/For-Profit,93001-1023,135907.06,,start,2016,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,110185,,1,0,ambiguous_or_unmatched,001123,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,Brooks Institute,CA,Ventura,93001,5,3,3,D ,-2,2016,08/19/2016,1,3,9,-2,-2, ,-2,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2016.zip,a09e91d3e3b7ef63fb30b5372402f3805c5da1c74959925486036745f2fb664e,hd2016.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,
00112700,2011-2012,California College of the Arts,CA,Private/Non-Profit,94107-2206,2263241.0,7453875.0,start,2011,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001127,1,1,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00112700,2012-2013,California College of the Arts,CA,Private/Non-Profit,94107-2206,2160810.0,6279342.0,start,2012,,no_exact_match,none,0,,110370,0,1,ambiguous_or_unmatched,001127,1,1,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00113500,2002-2003,California College of Podiatric Medicine,CA,Private/Non-Profit,94115-4000,,,start,2002,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,110981,,1,0,ambiguous_or_unmatched,001135,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive,requires_scope_review,CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,CA,VALLEJO,94590-6957,1,2,3,C,122296,2002,7/01/200,1,3,9,,,,,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2002.zip,92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16,hd2002.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,
00113500,2003-2004,California College of Podiatric Medicine,CA,Private/Non-Profit,94115-4000,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001135,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00113500,2004-2005,California College of Podiatric Medicine,CA,Private/Non-Profit,94115-4000,,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001135,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00115800,2001-2002,UNITED STATES INTERNATIONAL UNIV,CA,Private/Non-Profit,92131,,,start,2001,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,124885,,1,0,ambiguous_or_unmatched,001158,1,0,1,1,0,False,fsa_descriptor_review_required;exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,U S INTERNATIONAL UNIVERSITY,CA,SAN DIEGO,921311799,5,2,2,C,-2,-2,-3,,3,9,,,,,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/FA2001HD.zip,b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8,fa2001hd.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,
00115800,2002-2003,UNITED STATES INTERNATIONAL UNIV,CA,Private/Non-Profit,92131,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001158,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00115800,2003-2004,United States International University,CA,Private/Non-Profit,92131-1799,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001158,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116700,2001-2002,CITY COLLEGE OF SAN FRANCISCO,CA,Public,94112,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001167,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116700,2002-2003,City College of San Francisco,CA,Public,94103,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001167,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00116700,2003-2004,City College of San Francisco,CA,Public,94103,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001167,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00119701,1999-2000,EL CAMINO COLLEGE - COMPTON COMMUNITY EDUCATIONAL CENTER,CA,Public,,2834304.0,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001197,1,1,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00119701,2000-2001,EL CAMINO COLLEGE - COMPTON COMMUNITY EDUCATIONAL CENTER,CA,Public,,2953616.37,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001197,1,1,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00119701,2001-2002,EL CAMINO COLLEGE - COMPTON COMMUNITY EDUCATIONAL CENTER,CA,Public,,3945644.03,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001197,1,1,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00119701,2002-2003,EL CAMINO COLLEGE - COMPTON COMMUNITY EDUCATIONAL CENTER,CA,Public,,4277933.73,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001197,1,1,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00119701,2003-2004,EL CAMINO COLLEGE - COMPTON COMMUNITY EDUCATIONAL CENTER,CA,Public,,4242640.0,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001197,1,1,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00119701,2004-2005,EL CAMINO COLLEGE - COMPTON COMMUNITY EDUCATIONAL CENTER,CA,Public,,3700053.0,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001197,1,1,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00119701,2005-2006,EL CAMINO COLLEGE - COMPTON COMMUNITY EDUCATIONAL CENTER,CA,Public,,2365903.0,,start,2005,,no_exact_match,none,0,,112686,0,1,ambiguous_or_unmatched,001197,1,2,2,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00124100,2008-2009,Monterey Institute of International Studies,CA,Private/Non-Profit,93940-2691,,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001241,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00124100,2009-2010,Monterey Institute of International Studies,CA,Private/Non-Profit,93940-2691,,,start,2009,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001241,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00124100,2010-2011,MONTEREY INSTITUTE OF INTERNATIONAL STUDIES,CA,Private/Non-Profit,93940-2691,,0.0,start,2010,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,001241,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2011-2012,San Bernardino Valley College,CA,Public,92410-2798,18629274.14,,start,2011,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2012-2013,San Bernardino Valley College,CA,Public,92410-2798,19615096.53,,start,2012,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2013-2014,San Bernardino Valley College,CA,Public,92410-2798,20093995.41,,start,2013,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2014-2015,San Bernardino Valley College,CA,Public,92410-2798,18585717.76,,start,2014,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2015-2016,San Bernardino Valley College,CA,Public,92410-2798,18381519.32,,start,2015,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2016-2017,San Bernardino Valley College,CA,Public,92410-2798,15893023.37,,start,2016,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2017-2018,San Bernardino Valley College,CA,Public,92410-2798,16493222.37,,start,2017,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2018-2019,San Bernardino Valley College,CA,Public,92410-2798,17180664.64,,start,2018,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2019-2020,San Bernardino Valley College,CA,Public,92410-2798,19001511.23,,start,2019,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2020-2021,San Bernardino Valley College,CA,Public,92410-2798,13041728.18,,start,2020,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2021-2022,San Bernardino Valley College,CA,Public,92410-2798,11301746.19,,start,2021,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2022-2023,San Bernardino Valley College,CA,Public,92410-2798,13575670.27,,start,2022,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127200,2023-2024,San Bernardino Valley College,CA,Public,92410-2798,16578854.56,,start,2023,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,,2,2,ambiguous_or_unmatched,001272,2,2,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_branch_flag;ipeds_component_parent_child;ipeds_administrative_unit;ipeds_not_full_title_iv;parent_child_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
